Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,estimated_size,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,Isolate,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,num_replicons,Organism,Platform,Ploidy,project_name,propagation,ReleaseDate,Sample Name,Sample_Name,SRA Study,create_date,version
DRR111248,RAD-Seq,280,1756451480,AVA,PRJDB3890,SAMD00099374,MIGS.eu,853252168,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104315,Thailand,Asia,Thailand,NextSeq 500,missing,sample_65,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099374,sample_65,DRP003286,2017-12-07T21:26:00Z,1
DRR111253,RAD-Seq,280,1543651200,AVA,PRJDB3890,SAMD00099379,MIGS.eu,768219177,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104320,Thailand,Asia,Thailand,NextSeq 500,missing,sample_93,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099379,sample_93,DRP003286,2017-12-07T21:27:00Z,1
DRR111255,RAD-Seq,280,1282497440,AVA,PRJDB3890,SAMD00099381,MIGS.eu,616812097,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104322,Thailand,Asia,Thailand,NextSeq 500,missing,sample_96,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099381,sample_96,DRP003286,2017-12-11T14:29:00Z,1
DRR111256,RAD-Seq,280,1326596880,AVA,PRJDB3890,SAMD00099382,MIGS.eu,656611147,TEMASEK,2004,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104323,Thailand,Asia,Thailand,NextSeq 500,missing,sample_97,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099382,sample_97,DRP003286,2017-12-07T21:28:00Z,1
DRR111257,RAD-Seq,280,1250109560,AVA,PRJDB3890,SAMD00099383,MIGS.eu,605041550,TEMASEK,2004,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104324,Thailand,Asia,Thailand,NextSeq 500,missing,sample_98,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099383,sample_98,DRP003286,2017-12-07T21:30:00Z,1
DRR111259,RAD-Seq,280,1505000560,AVA,PRJDB3890,SAMD00099385,MIGS.eu,732793633,TEMASEK,2004,public,"run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104326,Thailand,Asia,Thailand,NextSeq 500,missing,sample_100,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099385,sample_100,DRP003286,2017-12-07T21:35:00Z,1
DRR111260,RAD-Seq,280,1317937040,AVA,PRJDB3890,SAMD00099386,MIGS.eu,674557846,TEMASEK,2004,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104327,Thailand,Asia,Thailand,NextSeq 500,missing,sample_101,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099386,sample_101,DRP003286,2017-12-07T21:33:00Z,1
DRR111262,RAD-Seq,280,1593897480,AVA,PRJDB3890,SAMD00099388,MIGS.eu,774671735,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104329,Thailand,Asia,Thailand,NextSeq 500,missing,sample_103,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099388,sample_103,DRP003286,2017-12-07T21:32:00Z,1
DRR111266,RAD-Seq,280,1223340720,AVA,PRJDB3890,SAMD00099392,MIGS.eu,601310496,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104333,Thailand,Asia,Thailand,NextSeq 500,missing,sample_107,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099392,sample_107,DRP003286,2017-12-07T21:28:00Z,1
DRR111270,RAD-Seq,280,760618040,AVA,PRJDB3890,SAMD00099396,MIGS.eu,370154869,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104337,Thailand,Asia,Thailand,NextSeq 500,missing,sample_111,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099396,sample_111,DRP003286,2017-12-11T14:29:00Z,1
DRR111271,RAD-Seq,280,990325840,AVA,PRJDB3890,SAMD00099397,MIGS.eu,482705029,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104338,Thailand,Asia,Thailand,NextSeq 500,missing,sample_113,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099397,sample_113,DRP003286,2017-12-11T14:28:00Z,1
